MixKey,ProductKey,DateKey,MarketKey,MarketClusterKey,SeasonalityKey,TotalRevenue,TotalProfit,TotalQuantity,CategoryCount,SKUCount,VariantCount,ConsistencyIndex,SeasonalityIndex
342,160,2012-07-01,10,2,1,648.90,-72.98,2,4,93,5,.84,.47
343,237,2013-06-01,8,2,3,373.47,117.01,28,4,161,3,.76,1.54
344,236,2013-07-01,8,2,2,166.53,74.93,10,4,146,3,.84,.84
345,116,2013-08-01,6,6,2,583.00,151.58,8,4,136,1,.76,1.06
346,46,2013-07-01,10,2,3,24922.17,4707.84,13,4,174,8,.78,2.85
347,190,2014-01-01,2,5,2,1416.32,-16.05,7,4,72,12,.77,1.03
348,274,2014-05-01,10,2,3,1308.62,772.08,41,4,155,3,.85,2.16
349,68,2011-06-01,1,3,1,699.09,212.39,1,1,11,12,.88,.19
350,67,2011-07-01,1,3,2,3355.67,-537.98,8,4,42,12,.93,1.00
351,178,2012-06-01,4,1,3,5058.30,379.37,25,4,107,12,.85,2.78
352,177,2012-07-01,4,1,3,5665.29,424.89,28,4,107,12,.82,2.30
353,289,2013-09-01,1,3,3,349.86,219.01,14,4,160,1,.54,1.26
354,101,2014-01-01,9,4,3,185.76,48.29,5,4,117,1,.81,1.47
355,111,2014-03-01,6,6,3,230.73,59.99,19,4,157,1,.91,2.22
356,84,2013-09-01,4,1,3,3563.28,794.61,6,4,152,10,.71,1.36
357,83,2013-10-01,4,1,1,2820.93,513.70,5,4,156,10,.87,.74
358,175,2012-05-01,1,3,3,919.69,-103.43,5,4,91,12,.58,1.46
359,269,2013-05-01,3,5,3,66.81,23.88,23,4,71,1,.70,1.19
360,285,2014-03-01,3,5,3,12.36,4.65,9,4,128,1,.70,1.59
361,237,2012-10-01,1,3,1,84.77,29.81,6,4,88,3,.76,.38
362,14,2012-12-01,9,4,3,16392.78,6376.93,8,1,27,6,.74,1.14
363,163,2013-05-01,10,2,2,2576.70,-29.20,3,4,129,11,.77,.98
364,240,2014-04-01,8,2,2,49.38,18.04,2,4,93,3,.68,.89
365,100,2012-08-01,4,1,1,72.88,13.55,3,4,95,1,.92,.31
366,119,2013-03-01,2,5,2,550.77,143.20,4,4,93,1,.96,1.03
367,144,2014-03-01,1,3,1,1109.01,96.85,7,4,159,10,.76,.80
368,54,2012-02-01,4,1,2,33635.73,5408.91,13,4,43,5,.80,.97
369,245,2012-04-01,6,6,1,432.60,-144.77,15,4,54,4,.73,.76
370,17,2013-01-01,5,5,1,647.99,49.55,1,4,66,4,.71,.22
371,102,2013-07-01,4,1,2,360.81,93.81,5,4,174,1,.74,.93
372,80,2014-02-01,1,3,1,9536.28,3608.52,4,3,79,8,.75,.65
373,141,2013-05-01,1,3,1,950.58,83.01,6,4,156,10,.78,.49
374,245,2013-07-01,9,4,3,419.91,-41.99,12,4,142,4,.73,1.83
375,290,2013-09-01,7,2,1,149.95,93.86,5,4,157,1,.52,.66
376,58,2011-10-01,9,4,1,21469.62,8441.85,6,1,16,5,.85,.67
377,160,2013-03-01,1,3,1,1622.26,-182.45,5,4,94,5,.84,.68
378,25,2014-02-01,4,1,1,1129.98,513.54,2,3,88,10,.78,.62
379,178,2012-07-01,10,2,1,202.33,15.17,1,4,93,12,.85,.44
380,289,2013-10-01,7,2,3,149.94,93.86,6,4,119,1,.54,1.31
381,243,2011-07-01,2,5,1,28.84,-9.65,1,4,32,4,.78,.10
382,136,2012-05-01,1,3,3,4449.34,361.31,22,4,91,3,.72,1.66
383,266,2013-09-01,10,2,1,63.50,39.75,1,4,134,3,.69,.63
384,84,2013-10-01,6,6,2,2078.58,232.80,4,4,159,10,.71,.83
385,265,2013-10-01,10,2,3,1211.73,404.27,34,4,154,3,.78,1.91
386,219,2013-04-01,6,6,3,3115.53,810.03,22,4,95,1,.82,1.39
387,288,2014-05-01,10,2,3,174.65,109.32,35,4,155,1,.46,1.51
388,70,2012-10-01,6,6,1,3758.35,-135.30,8,4,93,12,.86,.49
389,240,2012-12-01,10,2,1,91.17,28.49,4,4,64,3,.68,.21
390,274,2011-05-01,4,1,1,.00,-78.51,6,4,30,3,.85,.00
391,126,2012-06-01,3,5,1,1488.54,-5.85,2,4,94,10,.78,.71
392,236,2013-06-01,2,5,3,220.41,83.02,15,4,117,3,.84,1.77
393,166,2013-11-01,10,2,2,713.79,-8.08,2,4,117,5,.86,.83
394,105,2012-06-01,10,2,3,196.80,36.60,3,4,96,1,.80,1.14
395,103,2013-06-01,4,1,3,400.86,104.22,15,4,166,1,.88,1.27
396,144,2013-07-01,10,2,3,950.58,83.01,6,4,174,10,.76,1.80
397,9,2014-03-01,8,2,3,14847.93,4722.98,8,4,151,6,.70,1.56
398,71,2012-09-01,6,6,2,3758.35,-135.30,8,4,96,12,.79,.88
399,31,2013-06-01,6,6,1,971.98,88.24,3,4,163,10,.80,.35
400,39,2014-03-01,2,5,3,6479.88,-393.11,20,4,129,4,.74,1.42
401,66,2012-01-01,6,6,2,7550.26,-1210.45,18,4,51,12,.86,1.06
402,64,2012-03-01,6,6,1,838.91,-134.49,2,4,54,12,.97,.33
403,243,2011-05-01,1,3,1,86.52,-28.95,3,4,27,4,.78,.23
404,3,2012-03-01,9,4,1,6799.98,2975.67,2,1,17,8,1.09,.79
405,93,2013-07-01,9,4,3,27655.21,3944.20,16,4,142,8,.72,2.09
406,248,2013-12-01,1,3,2,615.48,-8.09,15,4,134,4,.66,.99
407,54,2012-05-01,1,3,3,25047.89,9848.83,7,4,91,5,.80,1.20
408,219,2012-05-01,6,6,3,3942.75,903.69,29,4,112,1,.82,1.75
409,33,2013-05-01,3,5,3,21432.47,-1300.23,21,4,71,4,.80,2.06
410,43,2012-09-01,4,1,3,35184.24,-1266.63,24,4,99,8,.75,1.76
411,74,2012-10-01,3,5,1,939.58,-33.82,2,4,82,12,.89,.37
412,88,2014-01-01,4,1,1,1336.23,-48.10,3,4,137,10,.65,.55
413,13,2012-09-01,5,5,3,15982.96,-292.79,13,4,96,6,.71,1.76
414,51,2013-07-01,9,4,1,1120.49,407.41,1,4,142,5,.83,.26
415,252,2014-03-01,6,6,3,4007.11,1389.48,100,4,157,3,.87,1.90
416,90,2014-05-01,9,4,3,5493.39,417.49,11,4,135,10,.84,1.78
417,244,2012-07-01,3,5,3,805.60,-349.16,30,4,89,4,.79,1.60
418,72,2013-03-01,10,2,3,1722.57,262.45,3,4,80,12,.99,1.59
419,269,2013-07-01,4,1,3,456.34,249.18,111,4,174,1,.70,1.11
420,244,2013-03-01,5,5,2,432.60,-144.77,15,4,94,4,.79,.90
421,153,2013-09-01,6,6,1,291.56,75.80,6,4,149,1,.74,.39
422,48,2014-02-01,7,2,1,2443.35,888.40,1,3,75,8,.82,.53
423,274,2012-08-01,1,3,1,302.79,106.50,15,4,76,3,.85,.50
424,85,2013-09-01,6,6,3,2672.46,-96.20,6,4,149,10,.75,2.27
425,209,2013-09-01,1,3,1,1807.03,1.80,3,4,160,8,.74,.34
426,264,2014-04-01,10,2,1,127.00,79.50,2,3,88,3,.75,.14
427,264,2013-08-01,8,2,2,1029.33,388.11,27,4,104,3,.75,.92
428,151,2013-05-01,2,5,1,48.58,12.63,2,4,130,1,.68,.63
429,203,2013-06-01,10,2,2,200.05,.20,1,4,148,10,.52,1.00
430,245,2013-09-01,1,3,3,859.82,12.99,22,4,160,4,.73,2.43
431,126,2012-01-01,3,5,3,2890.37,-98.42,4,4,48,10,.78,1.39
432,177,2012-04-01,2,5,2,1287.56,-22.53,7,4,46,12,.82,1.04
433,236,2012-09-01,10,2,1,56.51,19.87,4,4,82,3,.84,.42
434,207,2013-05-01,8,2,2,200.05,.20,1,4,111,10,.80,1.00
435,93,2013-10-01,10,2,1,3814.51,850.63,2,4,154,8,.72,.49
436,128,2012-02-01,6,6,2,809.76,110.66,1,4,54,10,.47,1.00
437,75,2012-05-01,10,2,3,3288.55,-118.38,7,4,67,12,.96,1.84
438,175,2012-07-01,2,5,1,735.75,-82.74,4,4,70,12,.58,.69
439,25,2014-03-01,1,3,3,2372.95,-3483.18,19,4,159,10,.78,1.23
440,161,2014-05-01,4,1,3,4996.57,-56.62,14,4,157,5,.82,1.41
441,161,2013-03-01,7,2,3,1946.71,-218.94,6,4,90,5,.82,1.57
442,61,2011-10-01,6,6,3,15746.29,-178.45,18,4,57,5,.74,1.62
443,146,2013-08-01,1,3,1,873.81,76.31,4,4,141,5,.75,.36
444,13,2013-09-01,10,2,3,19277.91,4254.14,12,4,134,6,.71,1.19
445,210,2014-01-01,4,1,1,200.05,.20,1,4,137,10,.85,.16
446,243,2011-08-01,2,5,2,288.40,-96.51,10,4,47,4,.78,.98
447,68,2012-04-01,3,5,3,5452.96,-874.22,13,4,46,12,.88,1.22
448,283,2013-03-01,6,6,3,311.84,97.45,26,4,95,1,.80,1.19
449,244,2013-07-01,8,2,1,569.88,-84.48,17,4,146,4,.79,.74
450,10,2013-08-01,7,2,1,6959.97,3163.11,3,4,107,6,.73,.61
451,291,2013-10-01,9,4,3,945.00,591.57,27,4,129,1,.78,1.46
452,235,2013-12-01,6,6,3,350.61,11.41,49,4,127,1,.81,1.32
453,204,2014-03-01,8,2,3,1800.46,1.80,9,4,151,10,.81,2.17
454,263,2012-10-01,2,5,1,224.97,70.30,5,4,60,3,.81,.29
455,48,2013-02-01,2,5,3,6544.68,-1230.05,5,4,86,8,.82,1.70
456,44,2013-06-01,2,5,1,1466.01,-88.93,1,4,117,8,.80,.37
457,185,2011-07-01,4,1,2,1070.69,14.27,3,4,48,5,.70,.83
458,253,2012-05-01,5,5,3,215.96,67.48,6,4,91,4,.78,1.38
459,288,2013-10-01,8,2,2,69.86,43.73,14,4,131,1,.46,1.06
460,72,2012-03-01,1,3,3,4614.04,-739.72,11,4,54,12,.99,1.69
461,182,2012-10-01,4,1,2,1820.98,136.57,9,4,96,12,.83,.98
462,239,2013-01-01,4,1,1,113.97,35.61,5,4,79,3,.84,.72
463,88,2013-05-01,9,4,1,283.94,-177.49,1,4,83,10,.65,.12
464,11,2013-02-01,4,1,1,13671.36,2280.79,9,4,95,6,.68,.50
465,155,2013-07-01,1,3,3,782.33,203.40,21,4,170,1,.84,2.71
466,51,2013-10-01,10,2,3,7395.23,977.51,9,4,154,5,.83,2.08
467,78,2013-06-01,3,5,1,1457.82,-52.48,2,4,144,4,.82,.50
468,39,2013-09-01,7,2,3,5615.89,117.50,16,4,157,4,.74,1.30
469,53,2012-11-01,8,2,2,2000.87,574.71,2,1,21,5,.78,1.00
470,70,2012-11-01,5,5,1,1879.17,-67.65,4,4,58,12,.86,.45
471,39,2014-05-01,3,5,1,2591.95,-157.24,8,4,123,4,.74,.77
472,101,2012-11-01,7,2,1,67.54,12.56,2,4,50,1,.81,.41
473,81,2013-11-01,9,4,1,5244.95,799.14,3,4,101,8,.72,.51
474,17,2012-12-01,6,6,2,7127.93,545.14,11,4,82,4,.71,.90
475,166,2013-03-01,3,5,1,1297.81,-145.96,4,4,87,5,.86,.71
476,20,2013-11-01,4,1,2,6309.81,1692.25,11,4,138,4,.78,1.09
477,37,2014-03-01,4,1,3,12311.77,627.68,34,4,160,4,.73,1.85
478,7,2011-09-01,6,6,1,3374.99,1476.89,1,1,5,8,1.11,.24
479,245,2012-04-01,5,5,1,57.68,-19.30,2,4,55,4,.73,.25
480,145,2013-12-01,10,2,1,436.90,38.15,2,4,113,5,.75,.32
481,268,2014-06-01,4,1,1,318.00,199.06,2,2,40,1,.57,.49
482,263,2012-07-01,1,3,3,1034.86,323.39,23,4,95,3,.81,1.33
483,267,2013-10-01,6,6,3,5287.20,1966.08,74,4,159,1,.77,1.66
484,199,2013-10-01,5,5,1,63.16,16.42,2,4,104,1,.73,.74
485,13,2014-02-01,4,1,1,20654.91,9387.07,9,3,88,6,.71,.62
486,236,2014-02-01,9,4,1,122.45,76.65,5,3,92,3,.84,.53
487,70,2012-12-01,7,2,2,2662.16,228.63,5,4,74,12,.86,.83
488,14,2014-03-01,7,2,3,22490.90,6215.14,13,4,159,6,.74,2.35
489,174,2012-10-01,5,5,3,1103.62,-124.12,6,4,82,12,.82,1.41
490,79,2013-07-01,5,5,3,8391.92,-7909.39,11,4,114,8,.84,1.34
491,288,2014-03-01,9,4,3,99.80,62.47,20,4,122,1,.46,1.33
492,291,2014-01-01,10,2,1,105.00,65.73,3,4,140,1,.78,.53
493,6,2011-08-01,4,1,1,16199.95,1015.19,8,4,55,8,1.09,.55
494,119,2012-09-01,7,2,2,826.16,214.80,6,4,92,1,.96,1.04
495,181,2012-09-01,2,5,1,606.99,45.52,3,4,98,12,.81,.45
496,160,2012-12-01,4,1,1,1946.71,-218.94,6,4,82,5,.84,.35
497,212,2013-05-01,4,1,3,5421.11,5.42,9,4,171,8,.69,1.69
498,86,2013-06-01,2,5,1,283.94,-177.49,1,4,117,10,.85,.19
499,20,2013-12-01,6,6,3,4924.73,726.95,10,4,127,4,.78,1.40
500,10,2014-04-01,9,4,2,11599.95,5271.85,5,3,95,6,.73,.83
501,114,2014-05-01,5,5,3,1214.97,315.89,5,4,99,1,.87,1.59
502,274,2011-07-01,5,5,1,121.11,42.60,6,4,46,3,.85,.46
503,226,2012-05-01,7,2,1,250.83,65.21,2,4,76,1,.59,.55
504,13,2013-06-01,9,4,3,18359.92,8344.06,8,4,114,6,.71,1.12
505,192,2013-07-01,3,5,3,164.38,42.74,7,4,142,1,.80,1.37
506,21,2013-08-01,1,3,3,5078.63,1300.62,9,4,141,4,.67,1.25
507,251,2013-10-01,7,2,1,223.96,119.26,4,4,119,3,.84,.68
508,244,2014-03-01,10,2,3,1700.69,-300.89,52,4,159,4,.79,3.50
509,131,2013-04-01,6,6,2,2944.58,-11.58,4,4,95,10,.70,.81
510,292,2013-07-01,6,6,2,150.43,94.16,7,4,174,1,.50,.88
511,144,2013-12-01,4,1,1,158.43,13.83,1,4,132,10,.76,.11
512,71,2012-01-01,4,1,1,4614.04,-739.72,11,4,50,12,.79,.74
513,64,2012-06-01,3,5,2,1879.17,-67.65,4,4,94,12,.97,.88
514,132,2012-08-01,4,1,1,3721.36,-14.63,5,4,95,10,.78,.48
515,42,2012-12-01,2,5,3,14660.10,-527.76,10,4,80,8,.86,1.54
516,197,2013-06-01,4,1,2,113.90,29.61,7,4,166,1,.72,1.05
517,268,2013-07-01,1,3,1,318.00,199.06,2,4,170,1,.57,.61
518,33,2013-11-01,9,4,3,10205.94,3710.88,6,4,101,4,.80,1.29
519,97,2013-12-01,9,4,3,8746.92,1195.41,10,4,101,4,.76,1.31
520,242,2014-05-01,1,3,3,499.90,114.97,10,4,158,4,.57,1.67
521,14,2012-06-01,2,5,3,15982.96,-292.79,13,4,106,6,.74,1.37
522,90,2013-08-01,1,3,1,445.41,-16.03,1,4,141,10,.84,.10
523,16,2012-05-01,4,1,1,3887.96,297.35,6,4,120,4,.70,.36
524,253,2013-02-01,4,1,1,143.97,44.99,4,4,95,4,.78,.35
525,275,2013-06-01,3,5,2,272.92,102.80,13,4,144,3,.91,1.07
526,267,2013-09-01,4,1,2,3120.00,1324.80,40,4,152,1,.77,1.06
527,275,2013-10-01,6,6,3,1713.75,836.97,67,4,159,3,.91,2.20
528,40,2014-01-01,7,2,3,4319.92,196.12,12,4,110,4,.77,1.32
529,68,2011-12-01,1,3,1,1118.55,145.14,2,4,30,12,.88,.30
530,255,2012-08-01,3,5,3,359.94,112.48,10,4,66,4,.90,2.08
531,94,2013-07-01,3,5,3,15734.86,-566.45,11,4,142,8,.82,1.80
532,274,2013-05-01,9,4,1,34.99,21.90,1,4,83,3,.85,.03
533,28,2013-06-01,9,4,2,539.99,245.41,1,4,114,10,.72,.88
534,110,2013-06-01,7,2,3,894.60,232.59,14,4,170,1,.71,1.87
535,147,2013-07-01,7,2,1,436.90,38.15,2,4,132,5,.81,.77
536,269,2014-01-01,10,2,3,274.45,160.60,61,4,140,1,.70,1.28
537,47,2014-01-01,5,5,1,1466.01,-88.93,1,4,85,8,.80,.28
538,94,2014-03-01,5,5,2,8582.65,-308.97,6,4,132,8,.82,.89
539,243,2014-04-01,1,3,2,399.92,91.98,8,3,83,4,.78,1.06
540,57,2011-08-01,7,2,3,14313.08,5627.90,4,1,7,5,.83,2.11
541,237,2014-05-01,1,3,3,279.18,160.11,13,4,158,3,.76,1.25
542,72,2012-06-01,2,5,3,2348.97,-84.56,5,4,106,12,.99,1.44
543,70,2013-12-01,8,2,1,563.75,77.04,1,4,124,12,.86,.67
544,82,2014-05-01,6,6,3,28132.02,-24.79,19,4,161,8,.80,2.17
545,82,2013-08-01,2,5,3,5721.76,-205.98,4,4,114,8,.80,1.28
546,250,2013-12-01,7,2,3,1263.48,478.19,30,4,137,3,.91,1.72
547,16,2012-08-01,5,5,3,7775.92,594.70,12,4,76,4,.70,2.32
548,69,2013-04-01,6,6,1,3288.55,-118.38,7,4,95,12,.84,.65
549,100,2014-03-01,4,1,3,400.86,104.22,15,4,160,1,.92,1.71
550,8,2012-01-01,6,6,3,38474.88,2411.09,19,4,51,8,1.05,2.41
551,288,2013-07-01,7,2,1,84.83,53.10,17,4,132,1,.46,.79
552,235,2012-07-01,7,2,1,10.37,-3.47,2,4,71,1,.81,.07
553,276,2013-09-01,6,6,3,2281.34,1155.92,86,4,149,3,.90,2.71
554,64,2011-08-01,4,1,1,838.91,-134.49,2,4,55,12,.97,.19
555,237,2012-06-01,7,2,1,141.28,49.69,10,4,104,3,.76,.72
556,67,2013-03-01,3,5,3,6107.32,-219.86,13,4,87,12,.93,1.25
557,8,2011-12-01,5,5,3,26324.92,1649.69,13,4,41,8,1.05,1.22
558,198,2013-09-01,3,5,2,23.48,6.10,1,4,127,1,.59,1.00
559,29,2013-09-01,8,2,1,323.99,29.41,1,4,137,10,.75,.49
560,53,2014-03-01,7,2,3,5826.54,121.90,8,4,159,5,.78,1.59
561,56,2011-08-01,5,5,2,6440.88,-72.99,3,4,49,5,.89,.88
562,131,2012-10-01,4,1,3,10306.03,-40.53,14,4,96,10,.70,2.14
563,86,2013-07-01,8,2,1,851.84,-532.48,3,4,146,10,.85,.20
564,286,2013-11-01,4,1,3,349.30,218.65,70,4,138,1,.69,1.35
565,141,2014-03-01,4,1,1,1109.01,96.85,7,4,160,10,.78,.66
566,61,2011-07-01,1,3,1,874.79,-9.91,1,4,42,5,.74,.21
567,146,2014-05-01,9,4,2,873.81,76.31,4,4,135,5,.75,1.09
568,12,2012-11-01,1,3,1,24589.17,2053.51,18,4,53,6,.75,.79
569,24,2013-09-01,4,1,3,2598.95,441.42,7,4,152,10,.80,1.27
570,100,2013-10-01,7,2,1,53.44,13.89,2,4,119,1,.92,.42
571,239,2013-03-01,6,6,3,296.32,92.60,13,4,95,3,.84,1.26
572,238,2013-06-01,9,4,1,48.98,30.66,2,4,114,3,.76,.31
573,44,2014-03-01,10,2,1,5375.37,710.52,3,4,159,8,.80,.80
574,58,2012-04-01,9,4,3,39360.97,15476.73,11,1,17,5,.85,1.23
575,178,2012-12-01,4,1,1,1416.32,106.22,7,4,82,12,.85,.78
576,264,2013-05-01,3,5,3,1269.68,414.72,36,4,71,3,.75,1.34
577,23,2013-10-01,4,1,3,3276.94,502.98,9,4,156,10,.84,1.39
578,82,2013-11-01,3,5,1,2860.88,-102.99,2,4,51,8,.80,.57
579,119,2012-06-01,6,6,1,826.16,214.80,6,4,106,1,.96,.64
580,181,2012-06-01,1,3,3,1618.65,121.39,8,4,101,12,.81,1.38
581,78,2013-10-01,6,6,3,12391.47,-446.09,17,4,159,4,.82,2.10
582,64,2013-03-01,7,2,1,782.99,296.28,1,4,90,12,.97,.73
583,139,2013-05-01,5,5,1,449.62,39.26,3,4,94,10,.71,.68
584,16,2012-10-01,3,5,1,1943.98,148.67,3,4,82,4,.70,.36
585,37,2013-07-01,2,5,3,1943.96,-117.93,6,4,109,4,.73,1.38
586,139,2013-08-01,10,2,1,299.74,26.17,2,4,130,10,.71,.61
587,35,2013-12-01,5,5,1,2041.18,-123.83,2,4,98,4,.83,.55
588,1,2011-07-01,5,5,3,34679.89,2173.27,17,4,46,8,1.04,1.36
589,163,2012-09-01,2,5,1,3904.09,-439.08,5,4,98,11,.77,.74
590,101,2013-06-01,2,5,1,148.60,38.63,4,4,117,1,.81,.53
591,36,2013-10-01,5,5,3,13267.72,-804.90,13,4,104,4,.80,1.13
592,82,2014-02-01,8,2,1,2384.07,902.13,1,4,79,8,.80,.16
593,82,2014-04-01,4,1,2,16688.49,6314.92,7,3,89,8,.80,.90
594,38,2013-05-01,4,1,1,1943.96,-117.93,6,4,171,4,.82,.31
595,64,2011-10-01,2,5,2,1677.83,-268.99,4,4,47,12,.97,.92
596,220,2012-12-01,7,2,1,196.32,51.04,1,4,74,1,.78,.28
597,24,2013-07-01,9,4,3,1016.98,92.32,3,4,142,10,.80,1.43
598,110,2013-09-01,8,2,1,127.80,33.22,2,4,137,1,.71,.56
599,250,2013-11-01,1,3,1,1403.88,513.88,34,4,121,3,.91,.71
600,266,2013-12-01,1,3,3,190.50,119.25,3,4,134,3,.69,1.22
601,266,2014-02-01,4,1,3,254.00,159.00,4,3,88,3,.69,1.13
602,39,2013-06-01,6,6,3,16435.94,-1433.83,52,4,163,4,.74,2.46
603,237,2013-11-01,2,5,1,127.34,54.07,8,4,98,3,.76,.77
604,236,2013-12-01,2,5,3,146.94,55.34,10,4,76,3,.84,1.18
605,85,2014-05-01,2,5,3,1781.64,-64.13,4,4,91,10,.75,1.56
606,45,2013-01-01,5,5,2,6544.68,-1230.05,5,4,66,8,.73,.94
607,260,2013-08-01,3,5,1,114.97,41.00,22,4,59,2,.92,.73
608,37,2013-09-01,5,5,1,323.99,-19.65,1,4,124,4,.73,.17
609,241,2013-10-01,8,2,3,148.16,54.13,6,4,131,3,.66,1.38
610,97,2014-01-01,1,3,2,10690.68,118.56,14,4,136,4,.76,.85
611,86,2014-03-01,10,2,3,2672.46,-96.20,6,4,159,10,.85,1.16
612,42,2012-10-01,4,1,1,14660.10,-527.76,10,4,96,8,.86,.51
613,111,2013-05-01,2,5,2,48.57,12.62,4,4,130,1,.91,.83
614,292,2013-09-01,9,4,3,537.25,336.31,25,4,106,1,.50,1.59
615,163,2012-07-01,7,2,1,1561.63,-175.63,2,4,71,11,.77,.69
616,21,2013-11-01,6,6,1,461.69,41.91,1,4,120,4,.67,.19
617,276,2014-05-01,2,5,3,541.73,175.31,28,4,91,3,.90,2.09
618,9,2014-05-01,9,4,3,20415.91,7759.71,10,4,135,6,.70,1.19
619,9,2013-02-01,2,5,3,23614.18,-432.58,19,4,86,6,.70,1.76
620,52,2013-06-01,9,4,1,1120.49,407.41,1,4,114,5,.87,.24
621,47,2013-12-01,6,6,1,5864.04,-355.75,4,4,127,8,.80,.48
622,193,2013-12-01,7,2,3,315.84,82.11,10,4,137,1,.85,1.88
623,6,2011-11-01,9,4,1,3374.99,1476.89,1,1,16,8,1.09,.45
624,11,2012-05-01,5,5,2,8699.96,-159.37,7,4,91,6,.68,.89
625,75,2012-09-01,3,5,3,8456.29,-304.42,18,4,84,12,.96,1.82
626,253,2012-12-01,1,3,3,251.95,78.73,7,4,73,4,.78,1.11
627,75,2013-01-01,6,6,1,7046.91,-253.68,15,4,72,12,.96,.60
628,161,2013-02-01,5,5,1,648.90,-72.98,2,4,75,5,.82,.39
629,237,2013-10-01,10,2,3,344.14,142.63,22,4,154,3,.76,1.62
630,276,2011-08-01,5,5,1,121.11,42.60,6,4,49,3,.90,.51
631,221,2012-09-01,6,6,3,1350.78,351.20,20,4,96,1,.83,1.57
632,287,2013-08-01,1,3,2,83.79,52.45,21,4,141,1,.45,.97
633,65,2011-08-01,10,2,1,2097.29,637.17,3,1,11,12,.85,.68
634,127,2012-08-01,5,5,2,2208.43,-8.68,3,4,76,10,.72,.85
635,270,2013-06-01,4,1,1,129.87,81.29,13,4,166,1,.58,.36
636,260,2014-01-01,9,4,2,44.95,28.13,5,4,117,2,.92,.98
637,245,2011-08-01,4,1,3,749.85,-250.94,26,4,55,4,.73,1.23
638,3,2011-10-01,6,6,3,21759.93,2638.39,10,4,57,8,1.09,1.45
639,46,2012-07-01,1,3,3,23124.56,2910.23,13,4,95,8,.78,2.46
640,229,2013-04-01,7,2,3,1639.34,426.22,11,3,51,1,.71,2.41
641,154,2014-01-01,5,5,1,97.17,25.26,4,4,85,1,.75,.55
642,127,2012-05-01,4,1,2,7361.45,-28.95,10,4,120,10,.72,1.07
643,249,2013-10-01,1,3,2,907.03,-173.84,26,4,153,4,.69,1.05
644,242,2014-03-01,8,2,1,99.98,22.99,2,4,151,4,.57,.60
645,111,2014-05-01,7,2,1,72.86,18.94,6,4,122,1,.91,.47
646,71,2012-05-01,1,3,2,2348.97,-84.56,5,4,91,12,.79,.95
647,219,2012-07-01,3,5,3,1416.15,368.19,10,4,89,1,.82,1.61
648,14,2012-09-01,7,2,1,6966.93,707.02,5,4,92,6,.74,.73
649,260,2013-05-01,2,5,1,56.20,19.22,11,4,130,2,.92,.45
650,93,2013-11-01,2,5,1,2860.88,-102.99,2,4,98,8,.72,.57
651,236,2012-05-01,5,5,1,70.64,24.84,5,4,91,3,.84,.69
652,127,2013-09-01,7,2,3,7287.84,636.47,9,4,157,10,.72,1.78
653,274,2013-10-01,3,5,3,307.91,124.70,14,4,121,3,.85,1.15
654,12,2012-10-01,5,5,1,8606.21,-157.65,7,4,82,6,.75,.69
655,70,2013-02-01,10,2,2,1879.17,-67.65,4,4,63,12,.86,.93
656,98,2013-05-01,9,4,1,27.65,7.19,1,4,83,1,.56,.40
657,277,2013-11-01,3,5,1,197.96,74.56,6,4,51,1,.70,.42
658,59,2012-03-01,3,5,1,1749.58,-19.82,2,4,51,5,.79,.33
659,245,2013-08-01,9,4,1,99.98,22.99,2,4,108,4,.73,.43
660,185,2012-03-01,6,6,3,2498.28,33.31,7,4,54,5,.70,1.58
661,156,2013-06-01,1,3,2,437.34,113.70,9,4,171,1,.80,1.04
662,52,2013-01-01,8,2,1,1000.43,287.35,1,1,17,5,.87,.51
663,67,2013-01-01,7,2,3,4697.94,-169.12,10,3,40,12,.93,1.38
664,12,2013-10-01,10,2,3,34883.84,9844.22,20,4,154,6,.75,2.13
665,106,2013-10-01,7,2,1,32.39,8.42,1,4,119,1,.75,.17
666,23,2013-05-01,10,2,1,677.98,61.55,2,4,129,10,.84,.57
667,77,2013-07-01,4,1,1,3975.28,-2484.94,14,4,174,10,.82,.79
668,65,2011-09-01,6,6,1,699.09,212.39,1,1,5,12,.85,.07
669,47,2012-06-01,9,4,1,10907.81,3133.07,5,1,20,8,.80,.79
670,74,2012-06-01,4,1,3,12214.64,-439.72,26,4,107,12,.89,2.68
671,232,2012-09-01,2,5,1,269.97,84.36,5,4,98,3,.79,.53
672,270,2013-07-01,6,6,3,379.62,237.64,38,4,174,1,.58,1.36
673,153,2013-08-01,5,5,1,194.37,50.53,4,4,84,1,.74,.67
674,190,2013-11-01,1,3,1,809.32,-9.17,4,4,121,12,.77,.72
675,275,2013-08-01,4,1,3,2044.49,1023.76,78,4,158,3,.91,2.16
676,277,2013-08-01,2,5,1,197.96,74.56,6,4,114,1,.70,.39
677,52,2014-02-01,4,1,1,3361.47,1222.23,3,3,88,5,.87,.39
678,245,2011-10-01,5,5,3,346.08,-115.82,12,4,60,4,.73,1.49
679,89,2014-01-01,6,6,1,890.82,-32.06,2,4,138,10,.71,.73
680,34,2014-02-01,8,2,1,3401.98,1236.96,2,4,79,4,.77,.79
681,49,2014-03-01,9,4,3,7843.43,2851.87,7,4,122,5,.77,1.95
682,293,2014-06-01,7,2,1,49.98,31.28,2,2,32,1,.67,.24
683,60,2011-08-01,3,5,1,4373.97,-49.57,5,4,42,5,.66,.79
684,114,2013-08-01,9,4,1,242.99,63.17,1,4,108,1,.87,.15
